id,site_id,project_company_id,size_kwdc,ato_date,in_service_date,host_type,revenue_type,interconnection_type,registry_facility_name,cref_short_name,subscriber_orginization,system_yield_as_built,system_yield_finance,annual_degradation_engr,annual_degradation_finance,created_on,updated_on
bP43Wtng,1,50,3.42,2018-03-28,2018-03-28,Residential,Zero Cent PPA,NEM,NON223611,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
CurLcFXP,1,50,2.45,2018-03-08,2018-03-08,Residential,Zero Cent PPA,NEM,NON228740,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
UUd2kYop,1,50,4.9,2018-01-12,2018-01-12,Residential,Zero Cent PPA,NEM,NON220729,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
dPkiWhhC,1,50,3.975,2018-03-28,2018-03-28,Residential,Zero Cent PPA,NEM,NON233676,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
72UvWRSL,1,50,4.24,2018-07-02,2018-07-02,Residential,Zero Cent PPA,NEM,NON228743,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
VFMmH6Y4,1,50,2.65,2018-12-31,2018-12-31,Residential,Zero Cent PPA,NEM,NON274817,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
SMQj8uqN,1,50,2.85,2018-11-09,2018-11-09,Residential,Zero Cent PPA,NEM,NON241368,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
FaDgnvTM,1,50,3.42,2018-10-12,2018-10-12,Residential,Zero Cent PPA,NEM,NON241605,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
Ud8xFikH,1,50,3.975,2018-07-18,2018-07-18,Residential,Zero Cent PPA,NEM,NON231028,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
bigkgWr7,1,50,3.18,2018-07-03,2018-07-03,Residential,Zero Cent PPA,NEM,NON228744,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
4FSQbotK,1,50,6.84,2018-01-16,2018-01-16,Residential,Zero Cent PPA,NEM,NON220731,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
eWLHdEZo,1,50,5.7,2018-01-12,2018-01-12,Residential,Zero Cent PPA,NEM,NON221834,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
B6ik8Anh,1,50,3.71,2018-08-21,2018-08-21,Residential,Zero Cent PPA,NEM,NON241617,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
XhG4qrt2,1,50,2.88,2018-12-17,2018-12-17,Residential,Zero Cent PPA,NEM,NON242068,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
XX8npDXn,1,50,2.12,2018-03-08,2018-03-08,Residential,Zero Cent PPA,NEM,NON228742,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
3oDS5UoQ,1,50,3.43,2018-01-16,2018-01-16,Residential,Zero Cent PPA,NEM,NON221831,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
4oWtZCfd,1,50,4.56,2018-01-16,2018-01-16,Residential,Zero Cent PPA,NEM,NON228739,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
Fdk4pbRc,1,50,3.675,2018-07-18,2018-07-18,Residential,Zero Cent PPA,NEM,NON231030,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
VGbD7qTD,1,50,4.24,2018-11-16,2018-11-16,Residential,Zero Cent PPA,NEM,NON242067,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
Q8vgKAKd,1,50,2.75,2019-01-28,2019-01-28,Residential,Zero Cent PPA,NEM,NON267223,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
X3iWkTzS,1,50,3.975,2018-10-31,2018-10-31,Residential,Zero Cent PPA,NEM,NON241373,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
ErjuMz59,1,50,6.615,2018-01-12,2018-01-12,Residential,Zero Cent PPA,NEM,NON220732,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
XwY2hDot,1,50,5.3,2018-11-06,2018-11-06,Residential,Zero Cent PPA,NEM,NON241627,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
bFqpNCfT,1,50,1.71,2018-03-14,2018-03-14,Residential,Zero Cent PPA,NEM,NON220736,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
6zrhG62J,1,50,4.235,2018-07-18,2018-07-18,Residential,Zero Cent PPA,NEM,NON231029,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
ZzA9oQXM,1,50,4.16,2018-03-01,2018-03-01,Residential,Zero Cent PPA,NEM,NON221840,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
G858ToqL,1,50,2.205,2018-01-10,2018-01-10,Residential,Zero Cent PPA,NEM,NON221832,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
iWTMDRR3,1,50,4.16,2018-03-01,2018-03-01,Residential,Zero Cent PPA,NEM,NON221842,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
J4wD4eS3,1,50,3.71,2018-03-14,2018-03-14,Residential,Zero Cent PPA,NEM,NON221843,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
gAQUG8Hb,1,50,4.505,2018-03-14,2018-03-14,Residential,Zero Cent PPA,NEM,NON220735,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
